,PARTICIPANT_ID,DEVICE,SCREEN_W,SCREEN_H,AGE,GENDER,HAS_TAKEN_TYPING_COURSE,LAYOUT,WPM,ERROR_RATE,NATIVE_LANGUAGE,KEYBOARD_TYPE,USING_APP,USING_FEATURES,FINGERS,TIME_SPENT_TYPING,TYPE_ENGLISH,P_KPD,P_IKI,P_BSP,P_ECPC,P_UILEN,P_KSPC,ITE_SWYPE,ITE_PREDICT,ITE_AUTOCORR
29009,225546,mobile,360,640,26,male,0,qwerty,30.4574539052724,1.51515151515152,en,mobile,FALSE,"""[\autocorrection\"""""",""\""""no\""""]""""""",right_hand;thumbs,14,,7.031852877,133.09144432528700,0.2,0.0048500881834215,43.866666666,1.07727642893333,0,0,0
29010,225547,mobile,1024,768,32,female,0,qwerty,17.3612035681001,2.75049115913556,en,tablet,FALSE,"""[\autocorrection\""""]""""""",right_hand;index_fingers,3,,30.60067112293330,108.27156628754600,1.5333333333333300,0.0531213730366785,33.6,1.10511485146667,0,0,0.10997354497354500
29016,225583,mobile,360,640,13,male,0,qwerty,33.3532517227579,16.8589174800355,hi,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,0,rarely,7.0088759658,263.1355757477820,0,0.0,36.666666666,0.676556537866667,0.7145502645502650,0.009523809523809520,0.019047619047619000
29022,225630,mobile,360,640,30,female,0,qwerty,30.7183010124872,0.904977375565611,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,12,always,9.863492898400000,174.29241216844100,0,0.0,44.2,1.1664532274,0.05113997113997110,0.13084804084804100,0.02738095238095240
29038,225763,mobile,320,568,24,female,0,qwerty,29.7346771669746,5.28925619834711,en,mobile,Phraseboard,"""[\prediction\""""]""""""",right_hand;index_fingers,4,,14.995030743533300,73.28586511403030,2.6666666666666700,0.0545302862020841,39.533333333,1.08028401286667,0,0.0342022792022792,0.08208014208014210
29052,225847,mobile,320,568,25,female,0,qwerty,22.288041152368,3.6603221083455297,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;index_fingers,2,,17.231605673200000,68.37767844953030,3.8,0.103322235062431,40.6,1.1562042946,0,0.03333333333333330,0.05333333333333330
29066,225926,mobile,360,640,19,male,0,qwerty,31.8712514495434,3.16742081447964,es,mobile,SwiftKey,"""[\prediction\""""]""""""",left_hand;thumbs,18,sometimes,7.7711545138,139.94092548941800,2.466666666666670,0.0573018630478693,43.4,1.49073762873333,0,0.023838383838383800,0.05632756132756130
29067,225929,mobile,360,640,27,female,0,qwerty,17.7667941289428,7.08117443868739,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,8,,5.3701615706000000,116.89701254641300,2.1333333333333300,0.0487186405508488,35.533333333,1.6133430218,0.006666666666666670,0.030000000000000000,0.33476190476190500
29068,225932,mobile,601,962,25,female,0,qwerty,23.3812166247071,2.75761973875181,en,tablet,FALSE,"""[\no\""""]""""""",right_hand;thumbs,0,,9.3571719834,82.2403448040786,0.6,0.0150890738614619,45.733333333,1.48799443953333,0,0.055343915343915300,0.041190476190476200
29073,225992,mobile,360,640,44,female,1,qwerty,18.3853970807773,3.94594594594595,en,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\""""]""""""",left_hand;other,7,,8.323199582066670,180.84637482746000,4.333333333333330,0.117595633565813,39.0,0.919757831666667,0.9476671476671470,0.13410774410774400,0.01111111111111110
29076,225998,mobile,414,896,22,female,1,qwerty,28.1642784387021,1.5130674002751,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,24,,18.923823866533300,201.29381013366900,1.4666666666666700,0.0295215203078518,46.266666666,1.0042165742,0,0.056268176268176300,0.030505050505050500
29081,226048,mobile,320,570,28,female,1,qwerty,32.0160469724485,1.23239436619718,en,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;thumbs,24,always,11.932142028466700,166.43559812379500,0,0.0,37.533333333,1.02512961793333,0.02780663780663780,0.11895382395382400,0
29084,226101,mobile,414,736,53,female,1,qwerty,19.142046344818,3.08829926054806,en,mobile,notsure,"""[\autocorrection\""""]""""""",right_hand;other-nfingers;,0,,20.107459201933300,193.67198006815500,1.4,0.0390560826606663,37.733333333,1.06047839386667,0,0.009523809523809520,0.02987012987012990
29092,226126,mobile,360,640,46,female,1,qwerty,16.373285011649,1.87207488299532,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,1,always,12.137073460000000,100.78732901438900,1.2,0.0362484177520046,40.2,1.48274051226667,0,0.01111111111111110,0.026296296296296300
29093,226136,mobile,412,892,13,female,0,qwerty,23.4977897483192,0.907441016333938,en,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,[20-24],,5.894662056866670,165.14173190897400,1,0.0313039656197551,34.666666666,1.36788917233333,0,0.01111111111111110,0
29103,226173,mobile,375,667,20,female,0,qwerty,47.6462795798557,1.50309460654288,ar,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,5,always,19.292587237200000,100.97212271324800,1.6666666666666700,0.0489537329495006,38.0,1.1422175446,0,0,0.12053391053391100
29104,226181,mobile,360,720,35,female,1,qwerty,28.3986393377038,0.954032957502168,tl,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,12,sometimes,11.936181269933300,174.06455720601200,2,0.0500215480809416,36.466666666,1.09732721493333,0,0,0
29105,226189,mobile,360,640,27,female,0,qwerty,24.6418357013027,1.93798449612403,en,add-on,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;other,24,,6.015873400133330,263.1004514351300,0,0.0,34.4,0.955875430066667,0.01619047619047620,0.16963203463203500,0.006666666666666670
29110,226218,mobile,375,667,23,male,0,qwerty,52.7157162405842,4.35393258426966,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,,19.08112884193330,121.45737080171300,2.2666666666666700,0.0776859223466533,46.8,1.14817416866667,0,0,0.10618955118955100
29123,226298,mobile,414,736,25,female,0,qwerty,37.0897893516783,2.35934664246824,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,5,,16.3541084858,81.90561987707840,2.4,0.0803368249684039,36.733333333,1.09429861866667,0,0.06296296296296300,0.06094831094831090
29139,226370,mobile,375,667,53,female,0,qwerty,21.4192032123236,2.26244343891403,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,always,21.04460490393330,128.68337942990400,1.2666666666666700,0.0314631163201284,43.733333333,1.0829580548,0,0,0
29142,226389,mobile,360,640,14,female,1,qwerty,25.8667374568622,1.11464968152866,pa,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,0.5,usually,19.47889792013330,188.5252938370490,0.4,0.0108385221590773,41.6,1.03447718906667,0,0,0
29144,226392,mobile,360,740,33,female,0,qwerty,31.9546683571161,2.9110936270653,fr,mobile,notsure,"""[\swipe\""""]""""""",left_hand;other-nfingers;Middle finger thumb,5,always,4.3658234194666700,182.39860767364900,2.466666666666670,0.0747291175760785,40.466666666,1.1607897014,0,0,0
29145,226395,mobile,320,568,29,female,1,qwerty,23.2262943257623,1.20481927710843,ml,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,3,always,18.811401435133300,93.14020440624970,4.666666666666670,0.0997739127516681,44.2,0.887519332933333,0.015000000000000000,0.3122534872534870,0.08944684944684940
29148,226421,mobile,375,667,27,female,0,qwerty,39.8061895361926,1.59489633173844,en,add-on,FALSE,"""[\no\""""]""""""",left_hand;thumbs,2,,14.417273039933300,66.10139424527330,5,0.112034731015061,41.666666666,1.2161989648,0,0,0.0761111111111111
29150,226439,mobile,360,740,44,female,0,qwerty,19.6799981594831,1.78714323819685,en,mobile,FALSE,"""[\prediction\"""""",""\""""notsure\""""]""""""",right_hand;index_fingers,24,,6.808860214066670,174.07412728893600,0,0.0,34.533333333,1.32829012873333,0,0.006666666666666670,0
29158,226486,mobile,360,640,19,male,0,qwerty,31.3625653386778,1.94244604316547,es,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,18,sometimes,5.874027947266670,80.460782551554,3.8,0.0779621354718001,46.066666666,1.61974403346667,0,0.013333333333333300,0.10262626262626300
29169,226532,mobile,414,736,25,female,0,qwerty,26.5446823925669,1.18845500848896,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;middle_fingers,24,,19.0171967396,232.123358010423,0.8666666666666670,0.0191855779010294,39.266666666,1.0331558492,0,0.007407407407407410,0.02592592592592590
29187,226652,mobile,360,640,24,female,1,qwerty,29.628096542062,1.20355834641549,en,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,6,always,8.159638486866670,83.5590936955723,0,0.0,45.733333333,1.46533557946667,0,0.04429292929292930,0.09324656824656820
29193,226680,mobile,360,740,44,female,0,qwerty,16.2116318458494,5.18134715025907,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,24,,5.0409469314,104.66536283323900,0.4666666666666670,0.010292637256923,40.4,1.2667305396,0.005128205128205130,0.005555555555555560,0
29196,226707,mobile,375,667,29,female,1,qwerty,27.2285839623641,1.94805194805195,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,5,,19.219207788333300,97.93535205052080,3.4,0.0837783335601048,41.0,1.086378001,0,0.081005291005291,0.18387566137566100
29197,226708,mobile,360,720,29,female,1,qwerty,25.2474498798461,1.46831530139104,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,,7.9235534116000000,98.52756444390260,0.06666666666666670,0.0019047619047619,39.533333333,1.15685614053333,0,0.0393939393939394,0.022857142857142900
29198,226712,mobile,360,740,44,female,0,qwerty,20.0015286294661,2.38500851788756,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,24,always,4.627247713933330,102.05852154076300,0.4,0.0109279609279609,38.733333333,1.24894507133333,0,0.03238095238095240,0.022857142857142900
29200,226740,mobile,360,740,44,female,0,qwerty,20.3201214962878,1.51610865445357,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,24,always,4.371955151933330,62.7285196928259,0.13333333333333300,0.0031089913442854,36.4,1.22382550726667,0,0.036190476190476200,0
29209,226813,mobile,412,846,34,male,0,qwerty,14.0492149894282,1.85873605947955,hi,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;index_fingers,4,usually,5.9299576052,92.56173966697850,0.6666666666666670,0.0194467250501733,35.933333333,1.5080421076,0,0.009523809523809520,0.01111111111111110
29216,226855,mobile,360,740,44,female,0,qwerty,18.5534879457329,1.33239831697055,mi,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,24,sometimes,5.527087736866670,155.43232716678900,0.3333333333333330,0.0070188221007893,47.866666666,1.29983668846667,0,0.012727272727272700,0.006060606060606060
29220,226905,mobile,360,740,31,male,0,qwerty,35.0439435526352,4.2042042042042,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,4,always,3.030074913733330,86.2007950571215,0.9333333333333330,0.0234649122807018,43.133333333,1.47197687333333,0.009523809523809520,0,0.1404134754134750
29230,226955,mobile,360,640,22,male,0,qwerty,26.017130620985,8.16023738872404,mr,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,4,always,9.641013180000000,178.81176842500800,0,0.0,44.2,1.10700521873333,0,0.04013468013468010,0.13013468013468000
29233,226976,mobile,360,640,25,male,1,qwerty,20.8039141589928,2.36794171220401,en,laptop,Touchpal,"""[\prediction\""""]""""""",left_hand;other,12hours,,4.111774755933330,121.58281516275400,0,0.0,35.866666666,1.143720477,0.04619047619047620,0.13835978835978800,0
29240,226990,mobile,360,640,18,male,0,qwerty,16.988809068017,2.50391236306729,hi,mobile,SwiftKey,"""[\prediction\""""]""""""",right_hand;thumbs,1,usually,9.614244076466670,110.85483785924200,0,0.0,42.266666666,1.20997634466667,0.013333333333333300,0.09353683353683360,0
29241,226994,mobile,360,640,22,male,0,qwerty,21.8009053829949,3.12989045383412,sq,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,9,sometimes,13.559717551533300,118.40541343503600,0.4666666666666670,0.0126084373143197,41.533333333,1.3197245574,0,0,0
29252,227072,mobile,360,640,16,male,1,qwerty,31.4872136768418,0.70298769771529,ta,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,usually,9.721540935466670,187.0543995695280,1.4666666666666700,0.0340905542544887,37.733333333,0.670440134866667,0.8351010101010100,0.14383838383838400,0.03587301587301590
29254,227081,mobile,1024,768,28,female,0,qwerty,12.0564560041431,1.31969646981194,en,tablet,FALSE,"""[\prediction\""""]""""""",right_hand;other-nfingers;,6,,18.43237515326670,85.45000719508050,3.6666666666666700,0.096294927672818,39.933333333,1.18287001853333,0,0,0.006666666666666670
29269,227227,mobile,414,736,31,female,0,qwerty,33.4327219890004,5.58690744920993,en,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;thumbs,24,always,17.020947473466700,128.00463380658500,2.6666666666666700,0.101668291674756,40.6,1.090047016,0,0.10343915343915300,0.02644688644688650
29279,227289,mobile,360,640,36,female,0,qwerty,30.1933863326655,1.24069478908189,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,12,,7.713138177266670,103.95194810136500,0.6,0.0171752411747445,43.133333333,1.13299821293333,0,0.09775132275132280,0.023148148148148100
29289,227342,mobile,732,412,43,female,0,qwerty,20.6648762115549,0.733496332518337,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,8,,4.950631930200000,99.78530048109250,1.7333333333333300,0.0620603551038334,33.733333333,1.47612557893333,0.02666666666666670,0.07904761904761910,0
29334,227608,mobile,360,740,44,female,0,qwerty,21.4006153732745,1.25759798784322,mi,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,24,sometimes,5.007293708066670,110.7113705958650,0,0.0,39.133333333,1.23338041473333,0,0.009523809523809520,0.005555555555555560
29344,227672,mobile,360,640,25,female,0,qwerty,24.6913580246914,0.462249614791988,hi,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,0.5,always,7.370382139133330,278.69459050126100,0,0.0,43.133333333,1.1052056732,0.019047619047619000,0.01693121693121690,0
29362,227784,mobile,375,812,50,male,0,qwerty,13.8302677278178,4.83641536273115,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,always,21.100212817866700,142.85229822355700,2.933333333333330,0.0806547028701972,45.4,1.1528350022,0,0,0.08393199393199390
29367,227801,mobile,375,667,41,female,1,qwerty,23.2013145017194,1.6566265060241,en,mobile,notsure,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",left_hand;middle_fingers,5,usually,19.7172324068,147.85937334639500,4.2,0.118243054053836,44.066666666,1.08674649626667,0,0.0976286676286676,0.06405002405002410
29386,227894,mobile,360,640,24,male,1,qwerty,25.4682400200854,0.612557427258806,st,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,7,always,4.691061600333330,130.22455578333100,0,0.0,43.266666666,0.960453488,0.05206182706182710,0.20829947829947800,0.009523809523809520
29396,227922,mobile,375,667,26,female,0,qwerty,19.0447025541192,1.92592592592593,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,,17.3473571896,232.85607942298100,1.9333333333333300,0.0381743454957741,46.066666666,0.900308755333333,0,0.1811856661856660,0.006060606060606060
29401,227944,mobile,1024,768,25,female,0,qwerty,25.8884268317178,0.838926174496644,pa,tablet,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,4,rarely,16.969609610933300,74.84367782560460,1.0666666666666700,0.0339390939390939,39.666666666,1.06294278746667,0,0,0
29404,227952,mobile,320,568,17,female,0,qwerty,33.6238805970149,0.693481276005548,pt,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,3,usually,14.974013073866700,81.16455150039060,8.866666666666670,0.237374870437754,47.933333333,1.452673177,0,0.007407407407407410,0.16154401154401200
29409,227986,mobile,360,640,40,female,0,qwerty,19.9503691214128,2.35229759299781,en,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,8,,6.516426993000000,267.1233178787550,0.2,0.0039581222559946,43.133333333,1.07491111546667,0,0,0.01111111111111110
29414,228023,mobile,375,667,26,female,0,qwerty,22.9903408637343,3.32522303325223,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,1,,17.28378550873330,232.63302124493200,1.2666666666666700,0.0298897272469619,40.533333333,0.7563289914,0,0.35095959595959600,0.023917748917748900
29424,228061,mobile,455,986,37,male,1,qwerty,32.8426767311388,2.90275761973875,en,mobile,FALSE,"""[\swipe\"""""",""\""""notsure\""""]""""""",right_hand;thumbs,1,always,5.8760935974,51.29571819068280,0,0.0,40.133333333,0.5354277842,0.8272895622895620,0.01111111111111110,0.013333333333333300
29444,228145,mobile,412,732,28,female,0,qwerty,38.0712220923796,2.19092331768388,hi,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,1,usually,8.897176393400000,91.5670600923522,0,0.0,42.266666666,1.21483053106667,0,0.01952214452214450,0.056220076220076200
29457,228203,mobile,360,640,43,male,0,qwerty,12.2181914073445,2.95652173913043,en,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,1,always,5.606455054466670,126.70638042116000,3.1333333333333300,0.0771466484714846,38.0,1.65366456066667,0.05717171717171720,0.13272727272727300,0.03754208754208750
29497,228518,mobile,375,812,20,male,1,qwerty,75.9952194965686,1.13421550094518,en,laptop,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""no\""""]""""""",right_hand;index_fingers,20,rarely,16.592909601533300,74.90006265164440,1.2,0.0380221111928429,35.266666666,1.09883210453333,0,0,0.1464814814814820
29502,228530,mobile,360,640,27,male,0,qwerty,19.0842955437118,0.4,pa,mobile,FALSE,"""[\swipe\"""""",""\""""no\""""]""""""",right_hand;thumbs,2,usually,10.634052833866700,102.36353560550400,0.6,0.0166540014815877,33.266666666,1.23586126413333,0,0.016666666666666700,0
29509,228568,mobile,320,570,32,female,0,qwerty,18.7475505813287,1.82119205298013,en,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;other,15,,16.311768568866700,127.4732954356710,5.466666666666670,0.144196785969436,40.066666666,1.27686189966667,0,0,0
29512,228591,mobile,360,780,23,male,0,qwerty,29.1653965737975,1.45161290322581,en,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,5,,9.2291998092,130.82651153273900,0.3333333333333330,0.0074421513445903,40.866666666,1.13682278513333,0,0.013333333333333300,0.03833333333333330
29524,228664,mobile,320,568,55,male,0,qwerty,25.3490444598475,0.846023688663283,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,0,,19.786475011800000,126.98839567469400,2.2666666666666700,0.066556183222176,39.4,1.149147161,0,0,0
29526,228678,mobile,414,896,23,male,1,qwerty,39.8161476598843,3.57723577235772,en,mobile,FALSE,"""[\swipe\"""""",""\""""autocorrection\"""""",""\""""no\"""""",""\""""notsure\""""]""""""",left_hand;thumbs,2,,17.461334898,172.36720819109000,5.466666666666670,0.161025822605761,40.8,1.31289317066667,0,0.023232323232323200,0.18370610870610900
29529,228712,mobile,360,760,19,female,0,qwerty,29.132732217843,2.58358662613982,sd,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,sometimes,11.914176058000000,270.70033115889300,0.06666666666666670,0.0028985507246376,43.6,1.3070554378,0.02205942205942210,0.05139804639804640,0
29533,228743,mobile,360,720,21,male,1,qwerty,10.6835980352209,1.0586319218241,hi,mobile,FALSE,"""[\swipe\"""""",""\""""autocorrection\"""""",""\""""no\"""""",""\""""notsure\""""]""""""",right_hand;thumbs,10,never,10.360171273866700,170.29534082917900,0,0.0,36.8,1.2990323494,0.008333333333333330,0.030264550264550300,0.01111111111111110
29535,228753,mobile,375,667,35,female,1,qwerty,38.2008016230392,1.5025041736227,en,mobile,notsure,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\"""""",""\""""notsure\""""]""""""",right_hand;thumbs,24,,18.420521727133300,117.7965405015720,2.6,0.0807898992151348,39.6,1.1590159388,0,0,0.09378306878306880
29542,228791,mobile,360,640,33,female,0,qwerty,24.2854362602816,0.114942528735632,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3 hours,,6.951664200000000,112.09095228969500,0.9333333333333330,0.0204725057867807,40.933333333,1.3170896448,0.023611111111111100,0.20182539682539700,0.02341269841269840
29546,228806,mobile,375,667,19,female,0,qwerty,48.4612735266112,3.39805825242718,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;other-nfingers;2,10,,15.082934249200000,107.4497354550830,5.4,0.121770777743078,40.866666666,1.2433420066,0,0.006666666666666670,0.2903030303030300
29551,228820,mobile,768,1024,55,female,0,qwerty,29.8395841902554,1.02790014684288,en,tablet,notsure,"""[\no\""""]""""""",right_hand;middle_fingers,1,,31.065374795933300,105.81319730286500,0.3333333333333330,0.0089401413586877,45.333333333,1.01582072493333,0,0,0.02113997113997110
29561,228889,mobile,1024,768,56,male,1,qwerty,16.9297057737289,2.03389830508475,en,tablet,Gboard,"""[\swipe\""""]""""""",left_hand;index_fingers,3,,10.879370943933300,266.84809531498100,1.4,0.0279976819735045,39.2,0.348431677066667,0.5614243164243160,0.29448329448329400,0.015384615384615400
29562,228894,mobile,375,812,33,female,0,qwerty,31.8904333235074,1.49750415973378,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,20,,19.724391590866700,136.682858833501,1.6666666666666700,0.0550012970855008,40.066666666,1.1057959712,0,0,0.12246993746993700
29563,228909,mobile,375,812,33,female,0,qwerty,31.3375875228826,0.576923076923077,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,20,,15.205141928066700,177.78882407790700,2.466666666666670,0.0780619707090295,34.666666666,1.14873783106667,0,0,0.09216931216931220
29564,228914,mobile,360,640,28,male,0,qwerty,14.9861528410284,1.94902548725637,te,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;index_fingers,1,usually,7.666104450933330,126.09671193548000,0,0.0,44.2,1.2241755362,0,0.041750841750841800,0
29565,228916,mobile,360,640,23,female,1,qwerty,41.9279413327665,0.813609467455621,yo,mobile,SwiftKey,"""[\no\""""]""""""",right_hand;other,18,always,4.1234786004000000,96.74033610634300,0.06666666666666670,0.003030303030303,45.866666666,1.16750829493333,0.0831135531135531,0.21382617382617400,0.119021534021534
29569,228936,mobile,375,812,33,female,0,qwerty,32.7874834648543,0.977198697068404,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,20,,19.072027640266700,117.16498458418100,0.8,0.0140740740740741,40.933333333,1.02766020853333,0,0,0.06829004329004330
29572,228946,mobile,375,812,33,female,0,qwerty,35.1966585450748,0.463678516228748,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,20,,19.553010867666700,163.9735719293880,1.1333333333333300,0.0296205630354957,43.133333333,1.05773115766667,0,0,0.11376623376623400
29584,229035,mobile,375,667,14,male,1,qwerty,24.7309174697727,4.96794871794872,en,mobile,FALSE,"""[\prediction\"""""",""\""""no\""""]""""""",right_hand;thumbs,1,always,16.313067875600000,125.0958444215800,5.533333333333330,0.134339806826507,40.533333333,1.2061052316,0,0.0659090909090909,0.014393939393939400
29586,229056,mobile,360,640,21,female,1,qwerty,27.2575518510896,2.5,bn,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,5,always,25.65879964466670,133.99178695803500,0,0.0,39.733333333,1.0696569262,0,0,0
29589,229095,mobile,360,780,23,male,1,qwerty,0.356679477677264,5.70175438596491,hi,mobile,SwiftKey,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,1,always,13.496505103266700,212.38884287976000,0.06666666666666670,0.0018018018018018,37.6,1.36601422593333,0,0.06634106634106640,0.06952380952380950
29591,229109,mobile,360,720,24,female,0,qwerty,28.9782787600688,2.15767634854772,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\"""""",""\""""no\""""]""""""",right_hand;thumbs,3,,10.462660458,217.19949851677700,0,0.0,42.266666666,1.3696024834,0,0.1042063492063490,0.4355820105820110
29595,229129,mobile,412,846,29,female,0,qwerty,21.3104260020237,1.94174757281553,en,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,5,,3.6347575547333300,134.9237514073510,1.2,0.034500275959217,41.0,1.32823240193333,0,0.10354090354090400,0.03833333333333330
29598,229139,mobile,540,960,24,female,0,qwerty,16.9952033274819,3.06382978723404,ts,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,7,usually,6.3595374698,114.5949992528200,0.2,0.0031029185867895,41.466666666,1.35382337093333,0.07985042735042730,0.29342944092944100,0.06698107448107450
29599,229144,mobile,360,720,24,female,0,qwerty,26.3401806306986,1.11464968152866,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;other-nfingers;3,2,,10.211174535666700,75.99082558433500,0,0.0,41.733333333,1.24422979873333,0.016666666666666700,0.2633116883116880,0.3441390091390090
29608,229182,mobile,360,640,25,female,0,qwerty,26.1491903192359,0.187617260787992,bn,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,4,usually,5.857053118266670,69.38555987801160,0,0.0,35.466666666,1.22063141846667,0,0,0.01888888888888890
29609,229183,mobile,360,640,34,female,1,qwerty,21.1529603514864,3.23101777059774,ts,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\""""]""""""",right_hand;index_fingers,1,always,5.300942613666670,59.74687491157310,4.066666666666670,0.107007414638374,40.8,1.33091244466667,0,0.006666666666666670,0.28642857142857100
29613,229190,mobile,375,667,28,female,0,qwerty,29.3492079507618,6.4873417721519,en,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""no\""""]""""""",right_hand;thumbs,10,,17.885026257200000,55.60349445249620,3.1333333333333300,0.0863119289714117,41.4,1.04254230286667,0.006060606060606060,0.11085858585858600,0
29617,229200,mobile,540,960,24,female,0,qwerty,17.7485771506228,2.34505862646566,ts,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,7,usually,5.891844281733330,47.05402135172940,0.13333333333333300,0.0027210884353741,39.6,1.27125935846667,0.15047619047619000,0.4253174603174600,0.03396825396825400
29621,229212,mobile,375,667,11,male,1,qwerty,21.4233080319433,0.980392156862745,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,1,,18.3826682686,57.78064598834030,1.6,0.037362225764177,40.733333333,0.975913016,0,0.0608954008954009,0
29627,229225,mobile,412,732,25,female,0,qwerty,25.5917491981149,4.82654600301659,st,mobile,notsure,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;middle_fingers,5,always,5.0948262486000000,54.612351689642300,1,0.0221669978176044,44.6,1.12892956193333,0.08216931216931220,0.19047859547859500,0.07952380952380950
29631,229240,mobile,375,667,11,male,1,qwerty,24.9664354615163,0.291120815138282,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,1,,18.058305419533300,74.00973914594670,1.3333333333333300,0.0357424225481326,45.733333333,0.985592869933333,0.021645021645021600,0.08698412698412700,0
29659,229378,mobile,438,854,26,none,1,qwerty,53.5700678198583,1.66435506241331,vi,mobile,FALSE,"""[\swipe\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,2,always,6.865028646266670,40.839246994151100,0,0.0,47.866666666,0.518210432733333,0.8195238095238100,0.02,0
